-209.0 209.0 -52.0 0.0 
-260.0 284.0 -55.0 0.0 
-214.0 224.0 -53.0 0.0 
-214.0 224.0 -53.0 0.0 
-237.0 237.0 -48.0 0.0 
-184.0 174.0 -50.0 0.0 
-154.0 124.0 -45.0 0.0 
-280.0 314.0 -56.0 0.0 
-209.0 209.0 -52.0 0.0 
-280.0 314.0 -56.0 0.0 
-189.0 189.0 -52.0 0.0 
-260.0 284.0 -55.0 0.0 
-209.0 209.0 -52.0 0.0 
-214.0 224.0 -53.0 0.0 
-237.0 237.0 -48.0 0.0 
-209.0 209.0 -52.0 0.0 
-280.0 314.0 -56.0 0.0 
-134.0 104.0 -43.0 0.0 
-134.0 104.0 -43.0 0.0 
-139.0 119.0 -45.0 0.0 
-189.0 189.0 -52.0 0.0 
-184.0 174.0 -50.0 0.0 
-169.0 159.0 -50.0 0.0 
-169.0 159.0 -50.0 0.0 
-235.0 249.0 -54.0 0.0 
-154.0 124.0 -45.0 0.0 
-159.0 139.0 -47.0 0.0 
-199.0 189.0 -48.0 0.0 
-154.0 124.0 -45.0 0.0 
-192.0 172.0 -45.0 0.0 
-112.0 62.0 -36.0 0.0 
-154.0 124.0 -45.0 0.0 
-112.0 62.0 -36.0 0.0 
-154.0 124.0 -45.0 0.0 
-112.0 62.0 -36.0 0.0 
-199.0 189.0 -48.0 0.0 
-124.0 84.0 -40.0 0.0 
-164.0 144.0 -48.0 0.0 
-142.0 102.0 -41.0 0.0 
-142.0 102.0 -41.0 0.0 
-164.0 144.0 -48.0 0.0 
-164.0 144.0 -48.0 0.0 
-124.0 84.0 -40.0 0.0 
-172.0 164.0 -50.0 0.0 
-164.0 144.0 -48.0 0.0 
-249.0 269.0 -55.0 0.0 
-235.0 249.0 -54.0 0.0 
-217.0 207.0 -46.0 0.0 
-249.0 269.0 -55.0 0.0 
-134.0 104.0 -43.0 0.0 
-142.0 102.0 -41.0 0.0 
-217.0 217.0 -50.0 0.0 
-189.0 189.0 -52.0 0.0 
-249.0 269.0 -55.0 0.0 
-249.0 269.0 -55.0 0.0 
-212.0 202.0 -47.0 0.0 
-249.0 269.0 -55.0 0.0 
-209.0 219.0 -53.0 0.0 
-229.0 239.0 -54.0 0.0 
-229.0 239.0 -54.0 0.0 
-124.0 84.0 -40.0 0.0 
-229.0 239.0 -54.0 0.0 
-229.0 239.0 -54.0 0.0 
-229.0 239.0 -54.0 0.0 
-164.0 144.0 -48.0 0.0 
-229.0 239.0 -54.0 0.0 
-277.0 309.0 -56.0 0.0 
-235.0 249.0 -54.0 0.0 
-240.0 254.0 -53.0 0.0 
-192.0 194.0 -52.0 0.0 
-274.0 304.0 -56.0 0.0 
-274.0 304.0 -56.0 0.0 
-274.0 304.0 -56.0 0.0 
-274.0 304.0 -56.0 0.0 
-274.0 304.0 -56.0 0.0 
-260.0 284.0 -55.0 0.0 
-169.0 159.0 -50.0 0.0 
-254.0 274.0 -55.0 0.0 
-277.0 309.0 -56.0 0.0 
-169.0 159.0 -50.0 0.0 
-254.0 274.0 -55.0 0.0 
-280.0 314.0 -56.0 0.0 
-254.0 274.0 -55.0 0.0 
-169.0 159.0 -50.0 0.0 
-274.0 304.0 -56.0 0.0 
-195.0 199.0 -52.0 0.0 
-242.0 252.0 -51.0 0.0 
-184.0 174.0 -50.0 0.0 
-184.0 174.0 -50.0 0.0 
-232.0 244.0 -54.0 0.0 
-257.0 279.0 -55.0 0.0 
-174.0 154.0 -47.0 0.0 
-189.0 189.0 -52.0 0.0 
-189.0 189.0 -52.0 0.0 
-209.0 209.0 -52.0 0.0 
-209.0 219.0 -53.0 0.0 
-212.0 214.0 -52.0 0.0 
